f_preferred_name,Fe,Fe_err,C,C_err,O,O_err,Mg,Mg_err,Si,Si_err,S,S_err,Ca,Ca_err,Ti,Ti_err,f_ra,f_dec,f_x,f_y,f_z,f_dist,f_disk,f_spec,f_vmag,f_bv,f_u,f_v,f_w,f_teff,f_logg,f_mass,f_radius,
HIP 85196 ,-0.04 ,0.04 ,0.02 ,0.09 ,0.02 ,0.09 ,0.06 ,0.07 ,0.03 ,0.05 ,0.01 ,0.09 ,-0.03 ,0.06 ,0.13 ,0.05 ,261.1548808 ,50.6857518 ,-5.534 ,-35.565 ,43.953 ,56.81 ,thin ,G5 ,7.57 ,0.700 ,25.50 ,-17.50 ,16.50 ,5647.0 ,4.14 ,0.99 ,1.67 ,
HIP 85204 ,0.05 ,0.04 ,,,,,0.14 ,0.07 ,0.47 ,0.05 ,,,0.12 ,0.06 ,-0.09 ,0.05 ,261.1636500 ,32.6703789 ,-22.505 ,-144.766 ,93.948 ,174.04 ,thin ,K0III ,6.68 ,0.961 ,-27.70 ,-20.60 ,-15.90 ,5007.0 ,2.72 ,,10.45 ,
HIP 85207 ,0.11 ,0.24 ,-0.19 ,0.04 ,-0.09 ,0.07 ,0.15 ,0.04 ,0.16 ,0.03 ,0.44 ,0.09 ,0.15 ,0.06 ,0.09 ,0.05 ,261.1751180 ,-21.4414828 ,-13.180 ,-84.895 ,-33.740 ,92.30 ,thin ,K0III ,5.82 ,0.939 ,-54.20 ,-17.20 ,-8.60 ,5140.0 ,2.81 ,,8.90 ,
HIP 19679 ,-0.50 ,0.04 ,,,,,-0.24 ,0.07 ,-0.43 ,0.05 ,,,-0.28 ,0.06 ,-0.35 ,0.05 ,63.2435127 ,32.5327265 ,126.970 ,251.833 ,179.900 ,334.52 ,N/A ,K0 ,6.69 ,1.704 ,,,,3986.2 ,0.52 ,,72.65 ,
HIP 52462 ,0.08 ,0.08 ,-0.04 ,0.19 ,0.00 ,0.10 ,-0.05 ,0.06 ,0.07 ,0.05 ,0.17 ,0.09 ,0.12 ,0.06 ,0.06 ,0.08 ,160.8677982 ,-29.0642869 ,-17.664 ,6.128 ,-10.391 ,21.39 ,thin ,K1V ,7.72 ,0.873 ,-14.80 ,-27.90 ,-4.00 ,5147.2 ,4.58 ,0.86 ,0.79 ,
HIP 19696 ,-0.09 ,0.10 ,0.22 ,0.09 ,0.20 ,0.16 ,-0.12 ,0.07 ,-0.01 ,0.05 ,,,-0.20 ,0.06 ,-0.22 ,0.05 ,63.2956666 ,16.7668333 ,41.729 ,82.953 ,27.977 ,96.98 ,thin ,G2 ,9.15 ,0.640 ,-12.70 ,-60.10 ,36.50 ,5635.4 ,4.34 ,1.03 ,1.08 ,
HIP 85235 ,-0.43 ,0.10 ,-0.24 ,0.22 ,-0.23 ,0.20 ,-0.26 ,0.12 ,-0.35 ,0.08 ,0.00 ,0.09 ,-0.31 ,0.10 ,-0.26 ,0.12 ,261.2504073 ,67.3067080 ,-0.751 ,-4.881 ,11.809 ,12.80 ,thin ,K0V ,6.44 ,0.759 ,1.50 ,-50.00 ,5.40 ,5344.0 ,4.56 ,0.93 ,0.74 ,
HIP 52472 ,0.03 ,0.07 ,,,0.04 ,0.09 ,0.03 ,0.07 ,0.08 ,0.05 ,,,0.02 ,0.06 ,0.09 ,0.04 ,160.9011586 ,-39.0584874 ,-31.838 ,11.024 ,-27.341 ,43.39 ,thin ,G2/3V ,7.03 ,0.641 ,1.50 ,-3.80 ,4.30 ,5807.7 ,4.03 ,1.04 ,1.59 ,
HIP 118008 ,0.04 ,0.02 ,0.22 ,0.11 ,-0.01 ,0.09 ,0.01 ,0.11 ,0.03 ,0.05 ,0.78 ,0.09 ,0.08 ,0.06 ,0.11 ,0.05 ,359.0444718 ,-39.0523360 ,17.051 ,-0.284 ,-13.835 ,21.96 ,thin ,K2V ,8.24 ,0.973 ,-7.50 ,-27.70 ,-13.50 ,4876.7 ,4.61 ,0.79 ,0.75 ,
HIP 118009 ,-0.04 ,0.02 ,0.08 ,0.16 ,-0.11 ,0.09 ,-0.02 ,0.02 ,-0.11 ,0.01 ,,,-0.06 ,0.07 ,0.11 ,0.11 ,359.0428023 ,-72.0021787 ,14.721 ,-0.246 ,-45.318 ,47.65 ,N/A ,K3V: ,9.97 ,0.967 ,,,,4894.6 ,4.53 ,0.80 ,0.74 ,
HIP 118010 ,-0.08 ,0.14 ,0.17 ,0.09 ,0.11 ,0.09 ,-0.04 ,0.10 ,-0.04 ,0.02 ,0.19 ,0.09 ,-0.03 ,0.13 ,-0.02 ,0.10 ,359.0476423 ,59.7676081 ,25.539 ,-0.425 ,43.830 ,50.73 ,thin ,G1 ,7.67 ,0.638 ,-55.90 ,-21.10 ,56.00 ,5768.3 ,4.19 ,1.04 ,1.34 ,
HIP 85244 ,0.03 ,0.04 ,0.05 ,0.09 ,-0.11 ,0.09 ,-0.02 ,0.07 ,-0.01 ,0.05 ,0.02 ,0.09 ,0.02 ,0.05 ,0.00 ,0.03 ,261.2846706 ,53.1327537 ,-3.776 ,-24.635 ,33.233 ,41.54 ,thin ,G0 ,7.82 ,0.667 ,-18.40 ,-10.90 ,-5.20 ,5731.5 ,4.47 ,,,
HIP 85250 ,-0.15 ,0.04 ,,,,,-0.03 ,0.07 ,-0.02 ,0.05 ,,,-0.07 ,0.06 ,-0.06 ,0.05 ,261.3060695 ,-34.4299637 ,-9.469 ,-61.925 ,-42.942 ,75.95 ,N/A ,K0/1III ,6.79 ,0.962 ,,,,4953.7 ,3.16 ,,5.14 ,
HIP 85253 ,-0.22 ,0.03 ,-0.16 ,0.09 ,,,-0.17 ,0.07 ,-0.20 ,0.05 ,,,-0.16 ,0.06 ,-0.04 ,0.05 ,261.3161995 ,-17.4220408 ,-8.047 ,-52.686 ,-16.725 ,55.86 ,N/A ,K0V ,9.74 ,0.825 ,,,,5176.0 ,4.49 ,0.88 ,0.76 ,
HIP 52498 ,-0.08 ,0.08 ,0.03 ,0.01 ,0.01 ,0.05 ,-0.02 ,0.07 ,-0.03 ,0.05 ,,,0.08 ,0.06 ,0.06 ,0.05 ,161.0025738 ,46.2066497 ,-24.369 ,8.390 ,26.881 ,37.24 ,thin ,F9V ,7.28 ,0.565 ,-28.90 ,-24.90 ,-35.30 ,6033.8 ,4.42 ,1.13 ,1.06 ,
HIP 85268 ,-0.01 ,0.04 ,-0.10 ,0.09 ,-0.22 ,0.09 ,0.07 ,0.07 ,0.01 ,0.05 ,-0.07 ,0.09 ,-0.04 ,0.06 ,-0.02 ,0.05 ,261.3502304 ,52.7906861 ,-2.497 ,-16.417 ,21.870 ,27.46 ,thin ,G5VmF9 ,6.46 ,0.619 ,7.40 ,3.50 ,17.20 ,5928.0 ,4.21 ,1.04 ,1.26 ,
HIP 19736 ,0.21 ,0.04 ,0.09 ,0.09 ,0.12 ,0.09 ,0.37 ,0.07 ,0.37 ,0.05 ,0.99 ,0.09 ,0.22 ,0.06 ,0.25 ,0.05 ,63.4576587 ,12.7537072 ,42.895 ,85.875 ,21.727 ,98.42 ,thin ,K0 ,6.25 ,1.143 ,-40.10 ,-10.10 ,-19.90 ,4742.8 ,2.18 ,,14.32 ,
HIP 118040 ,-0.26 ,0.02 ,-0.31 ,0.05 ,,,-0.25 ,0.07 ,-0.24 ,0.05 ,,,-0.18 ,0.06 ,-0.16 ,0.05 ,359.1478991 ,-50.3037400 ,33.235 ,-0.494 ,-40.042 ,52.04 ,N/A ,G8V ,9.34 ,0.755 ,,,,5375.7 ,4.38 ,0.92 ,0.83 ,
HIP 19740 ,-0.06 ,0.04 ,-0.26 ,0.09 ,,,0.02 ,0.06 ,-0.07 ,0.05 ,0.05 ,0.09 ,0.04 ,0.11 ,-0.02 ,0.05 ,,,44.594 ,89.383 ,16.293 ,101.21 ,thin ,G5III ,4.84 ,0.799 ,14.60 ,-9.90 ,-9.70 ,5100.0 ,2.77 ,,,
HIP 19746 ,0.08 ,0.04 ,-0.09 ,0.09 ,0.15 ,0.09 ,0.18 ,0.07 ,0.13 ,0.05 ,0.41 ,0.09 ,0.16 ,0.06 ,0.22 ,0.05 ,63.4987207 ,37.9671495 ,52.036 ,104.361 ,91.002 ,147.92 ,thin ,G9III ,6.47 ,1.029 ,-14.70 ,34.60 ,-25.80 ,4846.0 ,2.85 ,,10.52 ,
HIP 19747 ,0.03 ,0.05 ,0.03 ,0.24 ,-0.03 ,0.08 ,0.20 ,0.07 ,0.14 ,0.05 ,0.36 ,0.09 ,0.11 ,0.06 ,0.05 ,0.05 ,63.5004759 ,-42.2943685 ,11.637 ,23.342 ,-23.728 ,35.26 ,thin ,K2III ,3.85 ,1.085 ,22.40 ,-32.90 ,-9.40 ,4624.0 ,2.48 ,,10.33 ,
HIP 52521 ,0.12 ,0.04 ,0.34 ,0.17 ,0.10 ,0.11 ,0.15 ,0.10 ,0.14 ,0.06 ,0.36 ,0.24 ,0.10 ,0.10 ,0.22 ,0.07 ,161.0871459 ,-33.5770244 ,-21.935 ,7.515 ,-15.392 ,27.83 ,thin ,K2IV-V ,8.30 ,0.945 ,3.50 ,-49.10 ,-5.20 ,4997.1 ,4.37 ,0.84 ,0.83 ,
HIP 85294 ,0.43 ,0.04 ,,,,,0.34 ,0.07 ,0.34 ,0.05 ,,,0.24 ,0.06 ,0.35 ,0.05 ,261.4393159 ,27.3033176 ,-13.611 ,-90.417 ,47.200 ,102.90 ,thin ,K1III ,7.47 ,1.040 ,33.00 ,7.80 ,-20.00 ,4842.0 ,3.25 ,,4.43 ,
HIP 52535 ,0.13 ,0.04 ,0.09 ,0.09 ,0.20 ,0.09 ,0.32 ,0.07 ,0.15 ,0.05 ,0.12 ,0.09 ,0.14 ,0.06 ,0.14 ,0.05 ,161.1123370 ,-72.4434979 ,-9.167 ,3.136 ,-30.624 ,32.12 ,thin ,F6VFe+0.4 ,6.26 ,0.510 ,-14.90 ,-26.20 ,-7.80 ,6333.8 ,4.29 ,1.28 ,1.32 ,
HIP 85307 ,-0.12 ,0.04 ,,,,,,,-0.09 ,0.05 ,,,-0.12 ,0.06 ,,,261.4911476 ,-1.6517799 ,-9.139 ,-61.084 ,-1.781 ,61.79 ,thin ,F5V ,6.44 ,0.457 ,-19.30 ,16.00 ,-12.60 ,6377.0 ,3.93 ,1.31 ,2.17 ,
HIP 19773 ,-0.48 ,0.02 ,,,-0.45 ,0.09 ,-0.39 ,0.07 ,-0.48 ,0.05 ,,,-0.42 ,0.06 ,-0.45 ,0.05 ,63.5917758 ,-64.9676935 ,14.173 ,28.541 ,-68.236 ,75.31 ,thin ,F8Vm-2 ,8.06 ,0.501 ,29.30 ,-0.90 ,2.70 ,6449.2 ,4.25 ,1.30 ,1.26 ,
HIP 85312 ,0.14 ,0.04 ,-0.13 ,0.09 ,0.10 ,0.09 ,0.04 ,0.07 ,0.24 ,0.05 ,0.52 ,0.09 ,0.19 ,0.06 ,0.24 ,0.05 ,261.5001797 ,-50.6335066 ,-13.044 ,-87.284 ,-107.570 ,139.14 ,thin ,G8III ,5.19 ,1.055 ,19.50 ,3.90 ,-7.00 ,4670.0 ,2.58 ,,19.65 ,
HIP 19777 ,0.20 ,0.06 ,-0.04 ,0.09 ,0.12 ,0.09 ,0.42 ,0.07 ,0.43 ,0.05 ,1.19 ,0.09 ,0.39 ,0.06 ,0.34 ,0.05 ,63.5986996 ,-10.2562835 ,32.431 ,65.329 ,-13.197 ,74.12 ,thin ,K2III ,4.87 ,1.156 ,31.10 ,-38.70 ,-26.60 ,4525.3 ,2.54 ,,12.87 ,
HIP 118080 ,-0.41 ,0.04 ,-0.31 ,0.03 ,-0.12 ,0.02 ,-0.26 ,0.01 ,-0.33 ,0.02 ,-0.34 ,0.01 ,-0.33 ,0.05 ,-0.33 ,0.08 ,359.2923624 ,-5.4599867 ,79.840 ,-0.986 ,-7.632 ,80.21 ,thin ,F7V ,8.50 ,0.546 ,-20.90 ,-51.90 ,-23.70 ,6184.5 ,4.22 ,1.14 ,1.38 ,
HIP 118081 ,-0.15 ,0.04 ,-0.30 ,0.09 ,-0.17 ,0.09 ,-0.04 ,0.07 ,-0.01 ,0.05 ,0.29 ,0.09 ,-0.06 ,0.06 ,-0.14 ,0.05 ,359.2921442 ,-20.8336413 ,135.332 ,-1.672 ,-51.503 ,144.81 ,N/A ,G8/K0III ,6.45 ,0.979 ,,,,4904.1 ,2.28 ,,10.57 ,
HIP 19780 ,0.15 ,0.10 ,-0.23 ,0.09 ,-0.13 ,0.09 ,0.22 ,0.10 ,0.22 ,0.02 ,0.59 ,0.09 ,0.20 ,0.06 ,0.13 ,0.02 ,63.6061434 ,-62.4738004 ,10.180 ,20.513 ,-43.941 ,49.55 ,thin ,G8IIIa: ,3.33 ,0.915 ,-12.00 ,-30.70 ,-20.10 ,4858.0 ,2.71 ,,,
HIP 19781 ,0.20 ,0.15 ,0.19 ,0.09 ,,,0.02 ,0.02 ,0.04 ,0.08 ,,,0.10 ,0.05 ,0.03 ,0.08 ,63.6068758 ,14.6250321 ,19.833 ,39.965 ,11.642 ,46.11 ,thin ,G5V ,8.45 ,0.693 ,-41.40 ,-18.10 ,-2.80 ,5631.1 ,4.45 ,1.00 ,0.98 ,
HIP 85320 ,-0.09 ,0.02 ,,,-0.08 ,0.09 ,0.02 ,0.07 ,-0.07 ,0.05 ,,,-0.09 ,0.06 ,-0.06 ,0.05 ,261.5282906 ,-28.5436132 ,-15.398 ,-103.378 ,-56.852 ,118.98 ,thick ,G8IV/V ,7.78 ,0.869 ,-80.10 ,-90.50 ,18.90 ,5132.0 ,3.46 ,,3.31 ,
HIP 19786 ,0.19 ,0.10 ,0.15 ,0.02 ,0.15 ,0.02 ,0.17 ,0.12 ,0.16 ,0.04 ,0.34 ,0.01 ,0.16 ,0.04 ,0.14 ,0.04 ,63.6135609 ,12.4353147 ,18.571 ,37.433 ,9.214 ,42.79 ,thin ,G1 ,8.05 ,0.640 ,-41.40 ,-17.50 ,-2.50 ,5827.7 ,4.42 ,1.05 ,1.07 ,
HIP 19788 ,0.12 ,0.02 ,0.21 ,0.09 ,0.20 ,0.04 ,0.21 ,0.07 ,0.14 ,0.01 ,,,0.16 ,0.06 ,0.20 ,0.04 ,63.6262472 ,3.0220527 ,15.211 ,30.678 ,1.808 ,34.29 ,thin ,K3V ,8.78 ,0.943 ,-72.30 ,13.90 ,3.00 ,4974.0 ,4.62 ,0.81 ,0.79 ,
2MASS 19110565+4252094 ,0.14 ,0.04 ,0.10 ,0.09 ,0.06 ,0.09 ,0.17 ,0.07 ,0.07 ,0.05 ,,,0.10 ,0.06 ,0.12 ,0.05 ,287.7735526 ,42.8692980 ,209.632 ,-653.966 ,637.476 ,937.01 ,N/A ,,,,,,,5470.8 ,4.36 ,0.99 ,1.08 ,
HIP 19793 ,0.23 ,0.12 ,0.13 ,0.04 ,0.05 ,0.10 ,0.12 ,0.10 ,0.13 ,0.04 ,0.26 ,0.09 ,0.18 ,0.05 ,0.15 ,0.05 ,63.6346439 ,23.5749441 ,19.265 ,38.867 ,18.930 ,47.33 ,thin ,G3V ,8.05 ,0.657 ,-42.90 ,-20.70 ,-0.80 ,5750.0 ,4.43 ,1.05 ,1.02 ,
HIP 19796 ,0.23 ,0.12 ,0.15 ,0.09 ,0.16 ,0.09 ,0.19 ,0.24 ,0.20 ,0.08 ,0.32 ,0.16 ,0.19 ,0.12 ,0.23 ,0.14 ,63.6430875 ,10.7013872 ,19.640 ,39.638 ,8.360 ,45.02 ,thin ,F8V ,7.11 ,0.514 ,-40.80 ,-18.90 ,-0.70 ,6292.5 ,4.32 ,1.21 ,1.32 ,
HIP 19797 ,-1.55 ,0.16 ,-1.48 ,0.09 ,-1.21 ,0.12 ,-1.30 ,0.10 ,-1.36 ,0.20 ,,,-1.29 ,0.04 ,-1.25 ,0.09 ,63.6479841 ,22.3511813 ,35.524 ,71.713 ,32.906 ,86.53 ,thick ,F2 ,9.23 ,0.362 ,-357.20 ,-166.20 ,-75.70 ,6220.5 ,4.22 ,1.16 ,1.02 ,
HIP 52564 ,-0.44 ,0.02 ,,,-0.01 ,0.09 ,-0.26 ,0.07 ,-0.45 ,0.05 ,,,-0.22 ,0.06 ,-0.39 ,0.05 ,161.1995314 ,-50.8850343 ,-73.542 ,25.036 ,-95.542 ,123.14 ,thin ,G6III ,7.70 ,0.836 ,-19.00 ,-26.90 ,-6.60 ,4948.0 ,3.05 ,,5.78 ,
HIP 85340 ,0.36 ,0.04 ,-0.38 ,0.09 ,,,0.03 ,0.07 ,0.03 ,0.05 ,0.21 ,0.09 ,-0.47 ,0.06 ,0.19 ,0.05 ,261.5925689 ,-24.1753069 ,-3.401 ,-23.014 ,-10.443 ,25.50 ,thin ,A3MF0(IV) ,4.16 ,0.283 ,-35.80 ,-13.00 ,-11.60 ,7224.7 ,4.01 ,1.73 ,1.91 ,
HIP 19807 ,0.21 ,0.08 ,0.21 ,0.09 ,0.34 ,0.09 ,0.20 ,0.07 ,0.11 ,0.05 ,,,0.21 ,0.07 ,0.19 ,0.11 ,63.7139654 ,-25.0112126 ,41.710 ,84.445 ,-43.941 ,103.93 ,N/A ,G3V ,9.16 ,0.667 ,,,,5809.2 ,4.75 ,1.05 ,1.11 ,
HIP 19809 ,-0.34 ,0.03 ,-0.24 ,0.03 ,0.04 ,0.01 ,-0.22 ,0.05 ,-0.30 ,0.01 ,-0.34 ,0.01 ,-0.29 ,0.05 ,-0.28 ,0.03 ,63.7167833 ,-5.3964867 ,24.467 ,49.542 ,-5.220 ,55.50 ,N/A ,F8/G0V ,8.46 ,0.545 ,,,,6021.8 ,4.47 ,1.11 ,1.12 ,
HIP 118114 ,-0.06 ,0.04 ,,,,,0.15 ,0.07 ,0.04 ,0.05 ,,,0.00 ,0.06 ,0.02 ,0.05 ,359.3869239 ,-82.1698082 ,12.737 ,-0.136 ,-92.628 ,93.50 ,thin ,K0III ,5.72 ,1.055 ,24.40 ,-19.80 ,-4.10 ,4840.0 ,2.52 ,,10.81 ,
HIP 118115 ,0.00 ,0.08 ,0.04 ,0.08 ,0.00 ,0.10 ,0.07 ,0.06 ,-0.03 ,0.06 ,-0.04 ,0.09 ,0.02 ,0.08 ,0.02 ,0.04 ,359.3896590 ,-9.6475197 ,47.200 ,-0.503 ,-8.024 ,47.88 ,thick ,G3V ,7.89 ,0.643 ,-75.30 ,-83.90 ,-2.50 ,5795.0 ,4.31 ,1.04 ,1.24 ,
HIP 118117 ,-0.02 ,0.04 ,,,,,0.02 ,0.07 ,-0.05 ,0.05 ,0.09 ,0.09 ,0.09 ,0.06 ,-0.02 ,0.05 ,359.3929854 ,73.8658388 ,16.686 ,-0.177 ,57.685 ,60.05 ,thin ,F6IV ,7.58 ,0.508 ,-22.40 ,-26.00 ,-13.90 ,6295.3 ,4.07 ,1.35 ,1.25 ,
HIP 19814 ,-0.71 ,0.02 ,-0.65 ,0.09 ,-0.50 ,0.05 ,-0.63 ,0.07 ,-0.82 ,0.10 ,,,-0.50 ,0.04 ,-0.45 ,0.05 ,63.7421120 ,-5.6302386 ,31.599 ,64.054 ,-7.041 ,71.77 ,thick ,G:... ,10.60 ,0.705 ,-333.00 ,-167.20 ,-2.60 ,5479.3 ,4.48 ,0.91 ,0.75 ,
HIP 85350 ,-0.40 ,0.04 ,-0.51 ,0.09 ,-0.09 ,0.09 ,-0.33 ,0.07 ,-0.42 ,0.05 ,,,-0.37 ,0.06 ,-0.39 ,0.05 ,261.6138465 ,72.8060640 ,-11.644 ,-78.984 ,258.010 ,270.08 ,thin ,K0 ,7.63 ,0.935 ,-24.80 ,-30.30 ,-13.30 ,5025.0 ,,,11.12 ,
HIP 19816 ,-0.25 ,0.01 ,,,,,0.10 ,0.07 ,0.02 ,0.05 ,,,-0.01 ,0.06 ,-0.17 ,0.05 ,63.7451605 ,-0.9974452 ,91.657 ,185.823 ,-3.607 ,207.23 ,thin ,G8II/III ,7.99 ,0.933 ,3.40 ,-26.40 ,-2.60 ,4979.0 ,2.22 ,,12.59 ,
2MASS 19200527-1530353 ,0.09 ,0.04 ,,,,,0.06 ,0.07 ,0.04 ,0.05 ,,,0.04 ,0.06 ,,,290.0219852 ,-15.5098081 ,103.550 ,-284.161 ,-83.930 ,313.87 ,N/A ,,,,,,,5474.3 ,4.31 ,1.10 ,1.21 ,
HIP 118123 ,-0.36 ,0.03 ,-0.35 ,0.04 ,-0.32 ,0.15 ,-0.27 ,0.05 ,-0.34 ,0.04 ,-0.32 ,0.06 ,-0.25 ,0.06 ,-0.28 ,0.06 ,359.3976846 ,-65.7755621 ,16.198 ,-0.170 ,-36.004 ,39.48 ,thin ,G5VFe-0.9 ,8.21 ,0.613 ,-41.20 ,-25.50 ,-8.10 ,5786.5 ,4.54 ,1.04 ,0.87 ,
HD 184401 ,-0.39 ,0.04 ,-0.30 ,0.09 ,-0.32 ,0.09 ,-0.21 ,0.07 ,-0.17 ,0.05 ,,,-0.41 ,0.06 ,-0.57 ,0.05 ,293.0608125 ,45.3106414 ,22.547 ,-52.962 ,58.189 ,81.85 ,N/A ,,,,,,,5692.0 ,4.80 ,0.96 ,1.40 ,
2MASS 18494540+4344041 ,0.19 ,0.04 ,0.11 ,0.09 ,0.13 ,0.09 ,0.12 ,0.07 ,0.07 ,0.05 ,,,0.15 ,0.06 ,0.14 ,0.05 ,282.4391605 ,43.7344675 ,363.408 ,-1647.502 ,1614.177 ,2334.93 ,N/A ,,,,,,,5113.2 ,3.94 ,0.92 ,2.04 ,
HIP 19832 ,0.06 ,0.04 ,0.20 ,0.09 ,0.20 ,0.09 ,0.64 ,0.07 ,-0.20 ,0.05 ,,,0.57 ,0.06 ,0.63 ,0.05 ,63.7897268 ,-4.4184392 ,9.102 ,18.490 ,-1.592 ,20.67 ,thin ,K5+V ,9.38 ,1.209 ,-16.70 ,-17.80 ,-12.20 ,4806.9 ,4.50 ,0.88 ,0.65 ,
HIP 85373 ,-0.62 ,0.21 ,,,-0.13 ,0.14 ,-0.44 ,0.20 ,-0.34 ,0.05 ,,,-0.51 ,0.24 ,-0.38 ,0.32 ,261.6725384 ,31.0594470 ,-8.769 ,-59.908 ,36.466 ,70.68 ,thick ,G8V ,9.67 ,0.840 ,-66.50 ,-106.80 ,67.80 ,5428.2 ,4.52 ,0.93 ,0.90 ,
HIP 118141 ,-0.34 ,0.02 ,,,-0.28 ,0.09 ,-0.20 ,0.07 ,-0.31 ,0.05 ,,,-0.30 ,0.06 ,-0.38 ,0.05 ,359.4527622 ,-5.4563390 ,194.376 ,-1.857 ,-18.568 ,195.27 ,thin ,F6V ,8.13 ,0.553 ,-141.60 ,-13.90 ,-6.40 ,6085.0 ,3.77 ,1.15 ,2.38 ,
HIP 118143 ,0.10 ,0.06 ,0.22 ,0.02 ,0.32 ,0.24 ,0.10 ,0.04 ,0.09 ,0.02 ,-0.03 ,0.09 ,0.07 ,0.05 ,0.10 ,0.08 ,359.4589153 ,-30.4479408 ,43.378 ,-0.410 ,-25.500 ,50.32 ,thin ,G8V ,8.84 ,0.748 ,40.90 ,-32.80 ,-2.70 ,5546.7 ,4.45 ,0.97 ,0.94 ,
HIP 85378 ,-0.50 ,0.04 ,-0.12 ,0.09 ,0.04 ,0.14 ,-0.17 ,0.10 ,-0.26 ,0.04 ,,,-0.29 ,0.08 ,-0.26 ,0.07 ,261.6799870 ,31.0771933 ,-8.470 ,-57.915 ,35.277 ,68.34 ,thick ,G1V ,8.48 ,0.626 ,-65.20 ,-105.60 ,65.20 ,5786.2 ,4.11 ,1.03 ,1.31 ,
HIP 118146 ,0.00 ,0.03 ,-0.11 ,0.09 ,,,0.04 ,0.07 ,-0.03 ,0.05 ,,,0.01 ,0.06 ,0.11 ,0.05 ,359.4798918 ,-7.0926729 ,46.202 ,-0.419 ,-5.749 ,46.56 ,N/A ,K1V ,9.97 ,1.000 ,,,,4837.5 ,4.38 ,0.78 ,0.74 ,
HIP 85381 ,-0.08 ,0.02 ,,,,,0.01 ,0.07 ,-0.08 ,0.05 ,-0.02 ,0.09 ,0.06 ,0.06 ,0.09 ,0.05 ,261.6915113 ,31.2192512 ,-9.055 ,-62.002 ,37.977 ,73.27 ,thin ,F5V ,7.14 ,0.483 ,37.90 ,-18.60 ,-12.50 ,6353.1 ,4.02 ,1.32 ,1.96 ,
HIP 19849 ,-0.30 ,0.24 ,0.03 ,0.34 ,0.07 ,0.20 ,-0.02 ,0.38 ,-0.13 ,0.24 ,0.13 ,0.29 ,-0.14 ,0.21 ,0.09 ,0.14 ,63.8179984 ,-7.6528697 ,2.178 ,4.429 ,-0.663 ,4.98 ,thin ,K0.5V ,4.43 ,0.820 ,96.40 ,-12.20 ,-41.00 ,5196.0 ,4.53 ,0.85 ,0.85 ,
HD 66491b ,0.08 ,0.04 ,0.01 ,0.09 ,-0.01 ,0.09 ,0.12 ,0.07 ,-0.01 ,0.05 ,-0.01 ,0.09 ,0.09 ,0.06 ,0.08 ,0.05 ,120.8487855 ,-13.2024624 ,-32.542 ,54.484 ,-14.888 ,65.19 ,N/A ,,,,,,,5541.4 ,4.52 ,0.98 ,0.90 ,
HIP 19855 ,0.01 ,0.03 ,-0.17 ,0.02 ,-0.04 ,0.08 ,0.02 ,0.07 ,0.00 ,0.05 ,0.02 ,0.11 ,0.04 ,0.02 ,0.03 ,0.05 ,63.8574464 ,6.1996532 ,9.221 ,18.786 ,2.273 ,21.05 ,thin ,G6V ,6.94 ,0.680 ,14.20 ,-1.30 ,-9.10 ,5648.0 ,4.52 ,1.00 ,0.89 ,
HIP 118159 ,-0.01 ,0.02 ,-0.06 ,0.09 ,-0.07 ,0.09 ,,,-0.09 ,0.05 ,-0.11 ,0.09 ,0.03 ,0.06 ,0.01 ,0.05 ,359.5189050 ,-0.1281930 ,70.107 ,-0.589 ,-0.157 ,70.11 ,N/A ,G5V ,9.02 ,0.653 ,,,,5858.8 ,4.49 ,1.06 ,0.94 ,
HIP 118162 ,0.12 ,0.02 ,0.09 ,0.09 ,-0.01 ,0.08 ,0.10 ,0.08 ,0.10 ,0.13 ,0.23 ,0.09 ,0.15 ,0.04 ,0.11 ,0.06 ,359.5283910 ,50.4476763 ,15.613 ,-0.129 ,18.906 ,24.52 ,thin ,G4V ,6.72 ,0.694 ,-4.90 ,8.80 ,27.50 ,5740.5 ,4.41 ,1.03 ,1.02 ,
HIP 19859 ,0.01 ,0.04 ,-0.16 ,0.04 ,0.04 ,0.02 ,0.00 ,0.10 ,-0.07 ,0.02 ,-0.14 ,0.09 ,0.09 ,0.06 ,0.00 ,0.05 ,63.8700017 ,6.1868607 ,9.339 ,19.038 ,2.299 ,21.33 ,thin ,G0VCH-0.4 ,6.32 ,0.570 ,14.30 ,-0.30 ,-9.50 ,6052.0 ,4.45 ,1.08 ,1.05 ,
HIP 19861 ,0.10 ,0.04 ,,,,,-0.30 ,0.07 ,0.05 ,0.05 ,,,0.22 ,0.06 ,0.15 ,0.05 ,63.8850288 ,58.5222742 ,6.397 ,13.048 ,23.735 ,27.83 ,thin ,K3 ,8.71 ,1.012 ,-40.40 ,-18.60 ,-1.40 ,4910.1 ,4.54 ,0.78 ,0.78 ,
HIP 85397 ,0.21 ,0.04 ,,,,,,,0.19 ,0.05 ,,,,,0.25 ,0.05 ,261.7589513 ,-12.5124869 ,-6.084 ,-42.009 ,-9.420 ,43.48 ,thin ,F7V ,6.20 ,0.517 ,-29.50 ,-12.90 ,-21.50 ,6319.5 ,4.09 ,1.24 ,1.90 ,
BD+51 00670b ,-0.59 ,0.04 ,-0.52 ,0.09 ,,,-0.41 ,0.07 ,-0.56 ,0.05 ,,,-0.53 ,0.06 ,-0.51 ,0.05 ,46.0077331 ,52.5164389 ,59.567 ,61.700 ,111.833 ,140.93 ,N/A ,,,,,,,5919.9 ,4.25 ,1.10 ,1.30 ,
